ID,Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism
15,28,5,5,3,291,31,12,40,237.656,99,0,1,1,1,0,1,73,171,25,0
5,26,9,4,4,235,20,13,43,294.217,81,0,1,1,1,0,0,106,167,38,1
11,7,11,4,4,289,36,13,33,306.345,93,0,1,2,1,0,1,90,172,30,1
5,0,9,5,4,235,20,13,43,294.217,81,1,1,1,1,0,0,106,167,38,0
1,23,8,3,1,235,11,14,37,249.797,93,0,3,1,0,0,1,88,172,29,1
3,11,6,2,3,179,51,18,38,377.55,94,0,1,0,1,0,0,89,170,31,1
11,23,8,3,1,289,36,13,33,205.917,92,0,1,2,1,0,1,90,172,30,0
3,27,1,4,2,179,51,18,38,313.532,96,0,1,0,1,0,0,89,170,31,1
36,13,8,5,1,118,13,18,50,265.615,94,0,1,1,1,0,0,98,178,31,1
22,25,5,2,3,179,26,9,30,246.074,99,0,3,0,0,0,0,56,171,19,0
20,0,9,2,4,260,50,11,36,241.476,92,1,1,4,1,0,0,65,168,23,0
15,3,1,4,2,291,31,12,40,330.061,100,0,1,1,1,0,1,73,171,25,1
1,13,6,6,3,235,11,14,37,377.55,94,0,3,1,0,0,1,88,172,29,1
19,11,8,5,1,291,50,12,32,205.917,92,0,1,0,1,0,0,65,169,23,1
30,19,3,3,2,157,27,6,29,343.253,95,0,1,0,1,1,0,75,185,22,1
36,1,7,4,1,118,13,18,50,275.312,98,0,1,1,1,0,0,98,178,31,1
23,22,6,5,3,378,49,11,36,275.089,96,0,1,2,0,1,4,65,174,21,1
3,23,2,6,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,1
3,27,2,4,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,1
3,28,6,2,3,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,1
12,19,6,6,3,233,51,1,31,275.089,96,0,2,1,1,0,8,68,178,21,1
28,11,3,2,3,225,26,9,28,343.253,95,0,1,1,0,0,2,69,169,24,1
25,25,3,2,2,235,16,8,32,222.196,99,0,3,0,0,0,0,75,178,25,1
34,27,1,2,2,118,10,10,37,308.593,95,0,1,0,0,0,0,83,172,28,0
9,12,3,3,2,228,14,16,58,222.196,99,0,1,2,0,0,1,65,172,22,1
24,14,4,6,3,246,25,16,41,326.452,96,0,1,0,1,0,0,67,170,23,1
3,13,3,3,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,1
3,27,3,3,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,0
5,26,8,3,1,235,20,13,43,249.797,93,0,1,1,1,0,0,106,167,38,1
32,4,10,5,4,289,48,29,49,284.853,91,0,1,0,0,0,2,108,172,36,0
3,21,11,3,4,179,51,18,38,268.519,93,0,1,0,1,0,0,89,170,31,0
2,0,6,2,3,235,29,12,48,275.089,96,1,1,1,0,1,5,88,163,33,0
3,27,2,5,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,0
3,27,3,2,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,1
28,23,10,6,4,225,26,9,28,253.465,93,0,1,1,0,0,2,69,169,24,1
28,23,9,4,1,225,26,9,28,261.756,87,0,1,1,0,0,2,69,169,24,0
11,6,3,5,2,289,36,13,33,343.253,95,0,1,2,1,0,1,90,172,30,1
28,23,6,5,3,225,26,9,28,253.957,95,0,1,1,0,0,2,69,169,24,1
22,27,4,6,3,179,26,9,30,246.288,91,0,3,0,0,0,0,56,171,19,0
33,14,3,6,2,248,25,14,47,343.253,95,0,1,2,0,0,1,86,165,32,1
36,28,10,5,4,118,13,18,50,265.017,88,0,1,1,1,0,0,98,178,31,0
15,23,4,6,3,291,31,12,40,326.452,96,0,1,1,1,0,1,73,171,25,1
25,6,10,2,4,235,16,8,32,284.853,91,0,3,0,0,0,0,75,178,25,1
5,26,1,2,2,235,20,13,43,330.061,100,0,1,1,1,0,0,106,167,38,1
15,23,2,3,2,291,31,12,40,251.818,96,0,1,1,1,0,1,73,171,25,0
22,27,4,6,3,179,26,9,30,246.288,91,0,3,0,0,0,0,56,171,19,0
3,28,11,6,4,179,51,18,38,268.519,93,0,1,0,1,0,0,89,170,31,0
18,23,2,3,2,330,16,4,28,302.585,99,0,2,0,0,0,0,84,182,25,0
34,23,10,3,4,118,10,10,37,284.853,91,0,1,0,0,0,0,83,172,28,0
6,23,10,2,4,189,29,13,33,284.853,91,0,1,2,0,0,2,69,167,25,1
24,19,12,6,2,246,25,16,41,261.306,97,0,1,0,1,0,0,67,170,23,1
14,23,6,2,3,155,12,14,34,377.55,94,0,1,2,1,0,0,95,196,25,1
28,23,10,3,4,225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24,1
22,27,2,5,2,179,26,9,30,264.249,97,0,3,0,0,0,0,56,171,19,0
20,26,12,6,4,260,50,11,36,261.306,97,0,1,4,1,0,0,65,168,23,1
26,28,4,6,3,300,26,13,43,239.409,98,0,1,2,1,1,1,77,175,25,1
36,23,4,2,3,118,13,18,50,239.409,98,0,1,1,1,0,0,98,178,31,0
22,27,1,2,2,179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19,0
34,26,6,6,3,118,10,10,37,275.089,96,0,1,0,0,0,0,83,172,28,1
20,19,10,5,4,260,50,11,36,253.465,93,0,1,4,1,0,0,65,168,23,1
34,27,1,3,2,118,10,10,37,308.593,95,0,1,0,0,0,0,83,172,28,0
36,0,3,5,3,118,13,18,50,244.387,98,1,1,1,1,0,0,98,178,31,0
22,27,6,6,3,179,26,9,30,275.089,96,0,3,0,0,0,0,56,171,19,0
28,28,1,5,2,225,26,9,28,308.593,95,0,1,1,0,0,2,69,169,24,0
34,23,9,3,4,118,10,10,37,241.476,92,0,1,0,0,0,0,83,172,28,0
18,18,2,2,2,330,16,4,28,302.585,99,0,2,0,0,0,0,84,182,25,1
36,14,3,3,3,118,13,18,50,244.387,98,0,1,1,1,0,0,98,178,31,1
17,10,5,4,3,179,22,17,40,237.656,99,0,2,2,0,1,0,63,170,22,1
3,18,5,3,3,179,51,18,38,378.884,92,0,1,0,1,0,0,89,170,31,1
13,26,10,3,4,369,17,12,31,284.853,91,0,1,3,1,0,0,70,169,25,1
28,13,10,3,4,225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24,1
3,27,3,4,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,0
22,12,1,5,2,179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19,1
14,19,7,2,1,155,12,14,34,239.554,97,0,1,2,1,0,0,95,196,25,1
28,25,2,5,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,1
11,24,8,3,1,289,36,13,33,205.917,92,0,1,2,1,0,1,90,172,30,1
3,28,6,2,1,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,0
30,19,8,6,1,157,27,6,29,265.615,94,0,1,0,1,1,0,75,185,22,1
5,0,10,6,4,235,20,13,43,265.017,88,1,1,1,1,0,0,106,167,38,0
28,23,12,6,4,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,1
34,28,11,4,4,118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28,1
15,28,11,4,4,291,31,12,40,268.519,93,0,1,1,1,0,1,73,171,25,0
22,23,8,5,1,179,26,9,30,265.615,94,0,3,0,0,0,0,56,171,19,0
13,22,10,2,4,369,17,12,31,265.017,88,0,1,3,1,0,0,70,169,25,1
18,26,4,6,3,330,16,4,28,239.409,98,0,2,0,0,0,0,84,182,25,1
28,25,2,5,2,225,26,9,28,302.585,99,0,1,1,0,0,2,69,169,24,1
33,1,2,4,2,248,25,14,47,264.249,97,0,1,2,0,0,1,86,165,32,1
10,19,4,3,3,361,52,3,28,246.288,91,0,1,1,1,0,4,80,172,27,1
17,25,8,3,1,179,22,17,40,249.797,93,0,2,2,0,1,0,63,170,22,1
28,23,2,3,2,225,26,9,28,302.585,99,0,1,1,0,0,2,69,169,24,0
28,28,2,2,2,225,26,9,28,302.585,99,0,1,1,0,0,2,69,169,24,0
34,13,11,5,4,118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28,0
22,27,5,6,3,179,26,9,30,237.656,99,0,3,0,0,0,0,56,171,19,0
11,23,3,4,2,289,36,13,33,222.196,99,0,1,2,1,0,1,90,172,30,1
22,23,12,3,4,179,26,9,30,236.629,93,0,3,0,0,0,0,56,171,19,0
21,7,7,2,1,268,11,8,33,230.29,92,0,2,0,0,0,0,79,178,25,1
18,0,11,3,4,330,16,4,28,284.031,97,1,2,0,0,0,0,84,182,25,0
14,28,4,3,3,155,12,14,34,326.452,96,0,1,2,1,0,0,95,196,25,0
34,27,1,3,2,118,10,10,37,308.593,95,0,1,0,0,0,0,83,172,28,0
10,19,3,2,2,361,52,3,28,222.196,99,0,1,1,1,0,4,80,172,27,1
11,22,2,6,2,289,36,13,33,302.585,99,0,1,2,1,0,1,90,172,30,1
28,11,5,2,3,225,26,9,28,237.656,99,0,1,1,0,0,2,69,169,24,0
20,19,4,6,3,260,50,11,36,326.452,96,0,1,4,1,0,0,65,168,23,1
24,9,9,4,1,246,25,16,41,294.217,81,0,1,0,1,0,0,67,170,23,1
36,0,10,6,4,118,13,18,50,265.017,88,1,1,1,1,0,0,98,178,31,0
13,0,3,4,2,369,17,12,31,244.387,98,1,1,3,1,0,0,70,169,25,0
28,27,1,3,2,225,26,9,28,308.593,95,0,1,1,0,0,2,69,169,24,0
28,28,3,2,3,225,26,9,28,343.253,95,0,1,1,0,0,2,69,169,24,0
1,7,4,6,3,235,11,14,37,326.452,96,0,3,1,0,0,1,88,172,29,1
34,28,5,2,3,118,10,10,37,246.074,99,0,1,0,0,0,0,83,172,28,0
10,22,7,3,1,361,52,3,28,275.312,98,0,1,1,1,0,4,80,172,27,1
13,22,4,2,3,369,17,12,31,239.409,98,0,1,3,1,0,0,70,169,25,1
34,10,4,2,3,118,10,10,37,246.288,91,0,1,0,0,0,0,83,172,28,1
22,18,1,3,2,179,26,9,30,308.593,95,0,3,0,0,0,0,56,171,19,1
36,23,3,6,3,118,13,18,50,244.387,98,0,1,1,1,0,0,98,178,31,0
3,27,1,5,2,179,51,18,38,313.532,96,0,1,0,1,0,0,89,170,31,1
17,25,1,4,2,179,22,17,40,313.532,96,0,2,2,0,1,0,63,170,22,0
10,22,5,6,3,361,52,3,28,378.884,92,0,1,1,1,0,4,80,172,27,1
28,19,4,5,3,225,26,9,28,246.288,91,0,1,1,0,0,2,69,169,24,1
14,23,5,4,3,155,12,14,34,237.656,99,0,1,2,1,0,0,95,196,25,0
1,22,5,2,3,235,11,14,37,237.656,99,0,3,1,0,0,1,88,172,29,1
22,12,1,2,2,179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19,1
3,27,2,6,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,1
36,19,6,5,3,118,13,18,50,275.089,96,0,1,1,1,0,0,98,178,31,1
24,26,10,6,4,246,25,16,41,284.853,91,0,1,0,1,0,0,67,170,23,1
1,19,8,5,1,235,11,14,37,265.615,94,0,3,1,0,0,1,88,172,29,1
14,25,2,2,2,155,12,14,34,264.249,97,0,1,2,1,0,0,95,196,25,1
34,23,6,2,3,118,10,10,37,253.957,95,0,1,0,0,0,0,83,172,28,1
24,28,9,3,1,246,25,16,41,261.756,87,0,1,0,1,0,0,67,170,23,0
28,23,12,6,2,225,26,9,28,261.306,97,0,1,1,0,0,2,69,169,24,0
23,22,6,5,3,378,49,11,36,377.55,94,0,1,2,0,1,4,65,174,21,1
3,27,3,5,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,1
20,28,2,6,2,260,50,11,36,251.818,96,0,1,4,1,0,0,65,168,23,1
3,11,6,6,3,179,51,18,38,377.55,94,0,1,0,1,0,0,89,170,31,0
3,27,1,6,2,179,51,18,38,313.532,96,0,1,0,1,0,0,89,170,31,0
34,11,11,2,4,118,10,10,37,284.031,97,0,1,0,0,0,0,83,172,28,1
20,19,3,2,3,260,50,11,36,244.387,98,0,1,4,1,0,0,65,168,23,1
13,7,4,2,3,369,17,12,31,246.288,91,0,1,3,1,0,0,70,169,25,1
28,23,1,4,2,225,26,9,28,330.061,100,0,1,1,0,0,2,69,169,24,1
20,28,8,6,1,260,50,11,36,265.615,94,0,1,4,1,0,0,65,168,23,1
20,28,9,6,1,260,50,11,36,294.217,81,0,1,4,1,0,0,65,168,23,1
3,27,2,4,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,1
30,11,2,4,2,157,27,6,29,251.818,96,0,1,0,1,1,0,75,185,22,1
24,10,6,6,3,246,25,16,41,377.55,94,0,1,0,1,0,0,67,170,23,1
10,7,5,2,3,361,52,3,28,237.656,99,0,1,1,1,0,4,80,172,27,1
22,27,2,4,2,179,26,9,30,264.249,97,0,3,0,0,0,0,56,171,19,0
3,28,7,3,1,179,51,18,38,230.29,92,0,1,0,1,0,0,89,170,31,0
3,28,12,6,4,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31,0
13,23,9,3,4,369,17,12,31,261.756,87,0,1,3,1,0,0,70,169,25,1
34,28,7,2,1,118,10,10,37,264.604,93,0,1,0,0,0,0,83,172,28,1
26,19,5,6,3,300,26,13,43,237.656,99,0,1,2,1,1,1,77,175,25,1
1,22,4,6,3,235,11,14,37,246.288,91,0,3,1,0,0,1,88,172,29,1
3,27,3,4,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,0
28,27,3,5,2,225,26,9,28,222.196,99,0,1,1,0,0,2,69,169,24,0
15,28,12,4,4,291,31,12,40,280.549,98,0,1,1,1,0,1,73,171,25,0
17,18,1,6,2,179,22,17,40,313.532,96,0,2,2,0,1,0,63,170,22,1
14,10,11,2,4,155,12,14,34,306.345,93,0,1,2,1,0,0,95,196,25,1
14,25,7,6,1,155,12,14,34,275.312,98,0,1,2,1,0,0,95,196,25,0
15,22,3,4,2,291,31,12,40,343.253,95,0,1,1,1,0,1,73,171,25,1
28,13,10,5,4,225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24,0
10,23,8,2,1,361,52,3,28,205.917,92,0,1,1,1,0,4,80,172,27,0
10,22,11,3,4,361,52,3,28,268.519,93,0,1,1,1,0,4,80,172,27,1
20,28,3,6,2,260,50,11,36,343.253,95,0,1,4,1,0,0,65,168,23,1
22,27,3,6,2,179,26,9,30,222.196,99,0,3,0,0,0,0,56,171,19,0
3,27,3,5,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,1
15,22,5,4,3,291,31,12,40,237.656,99,0,1,1,1,0,1,73,171,25,1
28,28,11,3,4,225,26,9,28,306.345,93,0,1,1,0,0,2,69,169,24,1
5,26,12,6,4,235,20,13,43,280.549,98,0,1,1,1,0,0,106,167,38,1
18,26,7,3,1,330,16,4,28,275.312,98,0,2,0,0,0,0,84,182,25,1
22,13,1,2,2,179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19,1
22,23,7,5,1,179,26,9,30,230.29,92,0,3,0,0,0,0,56,171,19,0
13,26,11,6,4,369,17,12,31,268.519,93,0,1,3,1,0,0,70,169,25,1
14,13,3,4,3,155,12,14,34,222.196,99,0,1,2,1,0,0,95,196,25,1
14,28,5,2,3,155,12,14,34,378.884,92,0,1,2,1,0,0,95,196,25,0
24,28,3,6,2,246,25,16,41,244.387,98,0,1,0,1,0,0,67,170,23,0
23,22,3,3,2,378,49,11,36,244.387,98,0,1,2,0,1,4,65,174,21,1
28,25,3,5,2,225,26,9,28,222.196,99,0,1,1,0,0,2,69,169,24,0
3,11,5,3,3,179,51,18,38,378.884,92,0,1,0,1,0,0,89,170,31,0
11,23,7,5,1,289,36,13,33,239.554,97,0,1,2,1,0,1,90,172,30,0
22,27,4,6,3,179,26,9,30,246.288,91,0,3,0,0,0,0,56,171,19,0
3,27,2,3,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,0
34,8,11,3,4,118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28,1
33,23,12,3,4,248,25,14,47,261.306,97,0,1,2,0,0,1,86,165,32,0
17,25,1,6,2,179,22,17,40,313.532,96,0,2,2,0,1,0,63,170,22,0
24,0,3,5,3,246,25,16,41,244.387,98,1,1,0,1,0,0,67,170,23,0
3,23,9,2,1,179,51,18,38,261.756,87,0,1,0,1,0,0,89,170,31,1
15,23,9,5,1,291,31,12,40,241.476,92,0,1,1,1,0,1,73,171,25,1
1,23,8,5,1,235,11,14,37,205.917,92,0,3,1,0,0,1,88,172,29,1
23,19,4,4,3,378,49,11,36,326.452,96,0,1,2,0,1,4,65,174,21,1
34,27,1,2,2,118,10,10,37,308.593,95,0,1,0,0,0,0,83,172,28,0
30,28,8,4,1,157,27,6,29,205.917,92,0,1,0,1,1,0,75,185,22,1
3,27,3,5,3,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,1
36,23,6,3,3,118,13,18,50,377.55,94,0,1,1,1,0,0,98,178,31,0
18,23,8,5,1,330,16,4,28,249.797,93,0,2,0,0,0,0,84,182,25,1
24,26,2,5,2,246,25,16,41,251.818,96,0,1,0,1,0,0,67,170,23,1
3,13,9,2,4,179,51,18,38,294.217,81,0,1,0,1,0,0,89,170,31,1
3,28,4,4,3,179,51,18,38,239.409,98,0,1,0,1,0,0,89,170,31,1
24,19,3,4,2,246,25,16,41,244.387,98,0,1,0,1,0,0,67,170,23,1
29,28,2,6,2,225,15,15,41,264.249,97,0,4,2,1,0,2,94,182,28,0
14,23,9,3,1,155,12,14,34,261.756,87,0,1,2,1,0,0,95,196,25,0
24,1,2,4,2,246,25,16,41,302.585,99,0,1,0,1,0,0,67,170,23,1
3,23,10,3,4,179,51,18,38,253.465,93,0,1,0,1,0,0,89,170,31,1
28,9,7,3,1,225,26,9,28,230.29,92,0,1,1,0,0,2,69,169,24,1
34,27,1,3,2,118,10,10,37,308.593,95,0,1,0,0,0,0,83,172,28,0
22,13,6,2,1,179,26,9,30,275.089,96,0,3,0,0,0,0,56,171,19,1
3,28,10,4,4,179,51,18,38,284.853,91,0,1,0,1,0,0,89,170,31,1
36,0,10,4,4,118,13,18,50,253.465,93,1,1,1,1,0,0,98,178,31,0
3,23,7,4,1,179,51,18,38,239.554,97,0,1,0,1,0,0,89,170,31,1
20,19,3,3,2,260,50,11,36,343.253,95,0,1,4,1,0,0,65,168,23,1
27,23,9,3,1,184,42,7,27,241.476,92,0,1,0,0,0,0,58,167,21,0
34,28,8,3,1,118,10,10,37,249.797,93,0,1,0,0,0,0,83,172,28,1
3,27,2,6,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,1
24,13,4,4,3,246,25,16,41,326.452,96,0,1,0,1,0,0,67,170,23,1
31,0,5,4,3,388,15,9,50,378.884,92,1,1,0,0,0,0,76,178,24,0
28,23,9,3,4,225,26,9,28,241.476,92,0,1,1,0,0,2,69,169,24,0
7,0,11,3,4,279,5,14,39,284.031,97,1,1,2,1,1,0,68,168,24,0
22,1,10,2,4,179,26,9,30,265.017,88,0,3,0,0,0,0,56,171,19,1
20,0,7,5,1,260,50,11,36,275.312,98,1,1,4,1,0,0,65,168,23,0
28,25,7,5,1,225,26,9,28,230.29,92,0,1,1,0,0,2,69,169,24,1
3,5,6,4,1,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,1
4,0,0,3,1,118,14,13,40,271.219,95,0,1,1,1,0,8,98,170,34,0
27,6,8,4,1,184,42,7,27,265.615,94,0,1,0,0,0,0,58,167,21,1
11,13,4,5,3,289,36,13,33,326.452,96,0,1,2,1,0,1,90,172,30,1
22,13,3,5,2,179,26,9,30,343.253,95,0,3,0,0,0,0,56,171,19,1
3,13,12,3,4,179,51,18,38,280.549,98,0,1,0,1,0,0,89,170,31,1
1,21,3,5,2,235,11,14,37,244.387,98,0,3,1,0,0,1,88,172,29,1
5,26,7,2,1,235,20,13,43,230.29,92,0,1,1,1,0,0,106,167,38,1
10,22,12,4,4,361,52,3,28,261.306,97,0,1,1,1,0,4,80,172,27,1
22,13,12,3,4,179,26,9,30,280.549,98,0,3,0,0,0,0,56,171,19,1
3,27,2,6,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,1
36,0,7,3,1,118,13,18,50,239.554,97,1,1,1,1,0,0,98,178,31,0
22,27,5,4,3,179,26,9,30,237.656,99,0,3,0,0,0,0,56,171,19,0
10,14,12,5,4,361,52,3,28,280.549,98,0,1,1,1,0,4,80,172,27,1
3,23,11,5,4,179,51,18,38,306.345,93,0,1,0,1,0,0,89,170,31,0
14,28,5,5,3,155,12,14,34,378.884,92,0,1,2,1,0,0,95,196,25,0
3,23,8,2,1,179,51,18,38,205.917,92,0,1,0,1,0,0,89,170,31,0
25,11,10,5,4,235,16,8,32,284.853,91,0,3,0,0,0,0,75,178,25,1
13,10,5,2,3,369,17,12,31,246.074,99,0,1,3,1,0,0,70,169,25,1
36,23,6,4,1,118,13,18,50,253.957,95,0,1,1,1,0,0,98,178,31,0
36,26,1,2,2,118,13,18,50,330.061,100,0,1,1,1,0,0,98,178,31,1
17,21,11,4,4,179,22,17,40,306.345,93,0,2,2,0,1,0,63,170,22,1
28,12,12,2,4,225,26,9,28,236.629,93,0,1,1,0,0,2,69,169,24,1
12,18,12,2,4,233,51,1,31,280.549,98,0,2,1,1,0,8,68,178,21,1
24,4,12,5,4,246,25,16,41,236.629,93,0,1,0,1,0,0,67,170,23,1
22,18,7,5,1,179,26,9,30,275.312,98,0,3,0,0,0,0,56,171,19,1
3,11,7,4,1,179,51,18,38,239.554,97,0,1,0,1,0,0,89,170,31,0
22,7,10,4,4,179,26,9,30,265.017,88,0,3,0,0,0,0,56,171,19,1
22,13,2,5,2,179,26,9,30,264.249,97,0,3,0,0,0,0,56,171,19,0
24,10,2,6,2,246,25,16,41,251.818,96,0,1,0,1,0,0,67,170,23,1
5,0,9,5,1,235,20,13,43,294.217,81,1,1,1,1,0,0,106,167,38,0
20,26,3,2,2,260,50,11,36,343.253,95,0,1,4,1,0,0,65,168,23,1
28,22,7,4,1,225,26,9,28,264.604,93,0,1,1,0,0,2,69,169,24,1
3,27,3,3,3,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,1
11,26,8,3,1,289,36,13,33,249.797,93,0,1,2,1,0,1,90,172,30,1
34,8,6,6,1,118,10,10,37,275.089,96,0,1,0,0,0,0,83,172,28,0
22,23,9,2,1,179,26,9,30,261.756,87,0,3,0,0,0,0,56,171,19,0
18,1,7,2,1,330,16,4,28,275.312,98,0,2,0,0,0,0,84,182,25,1
28,23,12,3,4,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,0
17,18,12,6,4,179,22,17,40,280.549,98,0,2,2,0,1,0,63,170,22,0
36,5,5,3,3,118,13,18,50,237.656,99,0,1,1,1,0,0,98,178,31,1
28,28,4,6,3,225,26,9,28,326.452,96,0,1,1,0,0,2,69,169,24,0
15,28,5,5,3,291,31,12,40,237.656,99,0,1,1,1,0,1,73,171,25,0
11,22,7,2,1,289,36,13,33,230.29,92,0,1,2,1,0,1,90,172,30,1
29,14,5,5,3,225,15,15,41,237.656,99,0,4,2,1,0,2,94,182,28,1
32,14,10,4,4,289,48,29,49,284.853,91,0,1,0,0,0,2,108,172,36,1
13,0,9,4,4,369,17,12,31,241.476,92,1,1,3,1,0,0,70,169,25,0
10,22,7,6,1,361,52,3,28,230.29,92,0,1,1,1,0,4,80,172,27,1
28,23,12,4,4,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,1
11,19,8,6,1,289,36,13,33,265.615,94,0,1,2,1,0,1,90,172,30,1
3,11,8,2,1,179,51,18,38,205.917,92,0,1,0,1,0,0,89,170,31,0
30,0,10,3,4,157,27,6,29,265.017,88,1,1,0,1,1,0,75,185,22,0
1,13,6,3,1,235,11,14,37,253.957,95,0,3,1,0,0,1,88,172,29,1
20,13,3,4,2,260,50,11,36,343.253,95,0,1,4,1,0,0,65,168,23,1
8,0,9,3,1,231,35,14,39,294.217,81,1,1,2,1,0,2,100,170,35,0
3,13,4,4,3,179,51,18,38,326.452,96,0,1,0,1,0,0,89,170,31,1
3,27,2,4,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,1
20,28,4,6,3,260,50,11,36,239.409,98,0,1,4,1,0,0,65,168,23,1
24,28,8,3,1,246,25,16,41,249.797,93,0,1,0,1,0,0,67,170,23,0
36,28,12,3,4,118,13,18,50,236.629,93,0,1,1,1,0,0,98,178,31,0
22,23,10,5,4,179,26,9,30,265.017,88,0,3,0,0,0,0,56,171,19,1
17,16,4,3,3,179,22,17,40,246.288,91,0,2,2,0,1,0,63,170,22,0
11,18,1,3,2,289,36,13,33,308.593,95,0,1,2,1,0,1,90,172,30,1
10,23,4,3,3,361,52,3,28,246.288,91,0,1,1,1,0,4,80,172,27,0
34,19,12,3,4,118,10,10,37,261.306,97,0,1,0,0,0,0,83,172,28,1
11,22,2,6,2,289,36,13,33,251.818,96,0,1,2,1,0,1,90,172,30,1
15,14,11,2,4,291,31,12,40,306.345,93,0,1,1,1,0,1,73,171,25,1
18,11,6,3,1,330,16,4,28,253.957,95,0,2,0,0,0,0,84,182,25,0
24,13,11,6,4,246,25,16,41,284.031,97,0,1,0,1,0,0,67,170,23,1
18,0,5,4,3,330,16,4,28,378.884,92,1,2,0,0,0,0,84,182,25,0
20,26,7,2,1,260,50,11,36,230.29,92,0,1,4,1,0,0,65,168,23,1
34,27,1,2,2,118,10,10,37,308.593,95,0,1,0,0,0,0,83,172,28,0
28,25,2,3,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,0
18,10,8,4,1,330,16,4,28,205.917,92,0,2,0,0,0,0,84,182,25,1
22,27,5,6,3,179,26,9,30,237.656,99,0,3,0,0,0,0,56,171,19,0
15,23,10,5,4,291,31,12,40,253.465,93,0,1,1,1,0,1,73,171,25,1
28,28,12,5,4,225,26,9,28,261.306,97,0,1,1,0,0,2,69,169,24,1
3,11,9,2,1,179,51,18,38,294.217,81,0,1,0,1,0,0,89,170,31,1
28,25,5,4,3,225,26,9,28,246.074,99,0,1,1,0,0,2,69,169,24,1
28,23,12,5,4,225,26,9,28,261.306,97,0,1,1,0,0,2,69,169,24,0
